edge_id,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
33,0.5602,0.5602,0.5602,0.5602,0.5602,0.4565,0.4565,0.498,0.498,0.498,0.415,0.415,0.415,0.415,0.415,0.415,0.5187,0.5187,0.5187,0.5187,0.4565,0.4565,0.5395,0.5395
34,0.5285,0.5285,0.5285,0.5285,0.5285,0.4306,0.4306,0.4698,0.4698,0.4698,0.3915,0.3915,0.3915,0.3915,0.3915,0.3915,0.4894,0.4894,0.4894,0.4894,0.4306,0.4306,0.509,0.509
35,0.5643,0.5643,0.5643,0.5643,0.5643,0.4598,0.4598,0.5016,0.5016,0.5016,0.418,0.418,0.418,0.418,0.418,0.418,0.5225,0.5225,0.5225,0.5225,0.4598,0.4598,0.5434,0.5434
36,0.538,0.538,0.538,0.538,0.538,0.4384,0.4384,0.4782,0.4782,0.4782,0.3985,0.3985,0.3985,0.3985,0.3985,0.3985,0.4981,0.4981,0.4981,0.4981,0.4384,0.4384,0.518,0.518
37,0.565,0.565,0.565,0.565,0.565,0.4604,0.4604,0.5022,0.5022,0.5022,0.4185,0.4185,0.4185,0.4185,0.4185,0.4185,0.5231,0.5231,0.5231,0.5231,0.4604,0.4604,0.544,0.544
38,0.5846,0.5846,0.5846,0.5846,0.5846,0.4763,0.4763,0.5196,0.5196,0.5196,0.433,0.433,0.433,0.433,0.433,0.433,0.5412,0.5412,0.5412,0.5412,0.4763,0.4763,0.5629,0.5629
39,0.4894,0.4894,0.4894,0.4894,0.4894,0.3988,0.3988,0.435,0.435,0.435,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.4531,0.4531,0.4531,0.4531,0.3988,0.3988,0.4712,0.4712
40,0.5414,0.5414,0.5414,0.5414,0.5414,0.4411,0.4411,0.4812,0.4812,0.4812,0.401,0.401,0.401,0.401,0.401,0.401,0.5012,0.5012,0.5012,0.5012,0.4411,0.4411,0.5213,0.5213
41,0.5609,0.5609,0.5609,0.5609,0.5609,0.457,0.457,0.4986,0.4986,0.4986,0.4155,0.4155,0.4155,0.4155,0.4155,0.4155,0.5194,0.5194,0.5194,0.5194,0.457,0.457,0.5402,0.5402
42,0.5225,0.5225,0.5225,0.5225,0.5225,0.4257,0.4257,0.4644,0.4644,0.4644,0.387,0.387,0.387,0.387,0.387,0.387,0.4838,0.4838,0.4838,0.4838,0.4257,0.4257,0.5031,0.5031
43,0.536,0.536,0.536,0.536,0.536,0.4367,0.4367,0.4764,0.4764,0.4764,0.397,0.397,0.397,0.397,0.397,0.397,0.4962,0.4962,0.4962,0.4962,0.4367,0.4367,0.5161,0.5161
44,0.5164,0.5164,0.5164,0.5164,0.5164,0.4208,0.4208,0.459,0.459,0.459,0.3825,0.3825,0.3825,0.3825,0.3825,0.3825,0.4781,0.4781,0.4781,0.4781,0.4208,0.4208,0.4972,0.4972
45,0.5724,0.5724,0.5724,0.5724,0.5724,0.4664,0.4664,0.5088,0.5088,0.5088,0.424,0.424,0.424,0.424,0.424,0.424,0.53,0.53,0.53,0.53,0.4664,0.4664,0.5512,0.5512
46,0.5306,0.5306,0.5306,0.5306,0.5306,0.4323,0.4323,0.4716,0.4716,0.4716,0.393,0.393,0.393,0.393,0.393,0.393,0.4912,0.4912,0.4912,0.4912,0.4323,0.4323,0.5109,0.5109
47,0.5083,0.5083,0.5083,0.5083,0.5083,0.4142,0.4142,0.4518,0.4518,0.4518,0.3765,0.3765,0.3765,0.3765,0.3765,0.3765,0.4706,0.4706,0.4706,0.4706,0.4142,0.4142,0.4894,0.4894
48,0.5052,0.5052,0.5052,0.5052,0.5052,0.4116,0.4116,0.449,0.449,0.449,0.3742,0.3742,0.3742,0.3742,0.3742,0.3742,0.4678,0.4678,0.4678,0.4678,0.4116,0.4116,0.4865,0.4865
49,0.5312,0.5312,0.5312,0.5312,0.5312,0.4329,0.4329,0.4722,0.4722,0.4722,0.3935,0.3935,0.3935,0.3935,0.3935,0.3935,0.4919,0.4919,0.4919,0.4919,0.4329,0.4329,0.5116,0.5116
50,0.4867,0.4867,0.4867,0.4867,0.4867,0.3966,0.3966,0.4326,0.4326,0.4326,0.3605,0.3605,0.3605,0.3605,0.3605,0.3605,0.4506,0.4506,0.4506,0.4506,0.3966,0.3966,0.4686,0.4686
51,0.5008,0.5008,0.5008,0.5008,0.5008,0.4081,0.4081,0.4452,0.4452,0.4452,0.371,0.371,0.371,0.371,0.371,0.371,0.4638,0.4638,0.4638,0.4638,0.4081,0.4081,0.4823,0.4823
52,0.5258,0.5258,0.5258,0.5258,0.5258,0.4285,0.4285,0.4674,0.4674,0.4674,0.3895,0.3895,0.3895,0.3895,0.3895,0.3895,0.4869,0.4869,0.4869,0.4869,0.4285,0.4285,0.5064,0.5064
53,0.4894,0.4894,0.4894,0.4894,0.4894,0.3988,0.3988,0.435,0.435,0.435,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.4531,0.4531,0.4531,0.4531,0.3988,0.3988,0.4712,0.4712
54,0.432,0.432,0.432,0.432,0.432,0.352,0.352,0.384,0.384,0.384,0.32,0.32,0.32,0.32,0.32,0.32,0.4,0.4,0.4,0.4,0.352,0.352,0.416,0.416
55,0.5177,0.5177,0.5177,0.5177,0.5177,0.4219,0.4219,0.4602,0.4602,0.4602,0.3835,0.3835,0.3835,0.3835,0.3835,0.3835,0.4794,0.4794,0.4794,0.4794,0.4219,0.4219,0.4986,0.4986
56,0.4894,0.4894,0.4894,0.4894,0.4894,0.3988,0.3988,0.435,0.435,0.435,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.4531,0.4531,0.4531,0.4531,0.3988,0.3988,0.4712,0.4712
57,0.5481,0.5481,0.5481,0.5481,0.5481,0.4466,0.4466,0.4872,0.4872,0.4872,0.406,0.406,0.406,0.406,0.406,0.406,0.5075,0.5075,0.5075,0.5075,0.4466,0.4466,0.5278,0.5278
58,0.5528,0.5528,0.5528,0.5528,0.5528,0.4504,0.4504,0.4914,0.4914,0.4914,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.5119,0.5119,0.5119,0.5119,0.4504,0.4504,0.5324,0.5324
59,0.574,0.574,0.574,0.574,0.574,0.4677,0.4677,0.5102,0.5102,0.5102,0.4252,0.4252,0.4252,0.4252,0.4252,0.4252,0.5315,0.5315,0.5315,0.5315,0.4677,0.4677,0.5528,0.5528
60,0.5414,0.5414,0.5414,0.5414,0.5414,0.4411,0.4411,0.4812,0.4812,0.4812,0.401,0.401,0.401,0.401,0.401,0.401,0.5012,0.5012,0.5012,0.5012,0.4411,0.4411,0.5213,0.5213
61,0.4982,0.4982,0.4982,0.4982,0.4982,0.4059,0.4059,0.4428,0.4428,0.4428,0.369,0.369,0.369,0.369,0.369,0.369,0.4612,0.4612,0.4612,0.4612,0.4059,0.4059,0.4797,0.4797
62,0.4907,0.4907,0.4907,0.4907,0.4907,0.3999,0.3999,0.4362,0.4362,0.4362,0.3635,0.3635,0.3635,0.3635,0.3635,0.3635,0.4544,0.4544,0.4544,0.4544,0.3999,0.3999,0.4726,0.4726
63,0.5505,0.5505,0.5505,0.5505,0.5505,0.4486,0.4486,0.4894,0.4894,0.4894,0.4078,0.4078,0.4078,0.4078,0.4078,0.4078,0.5098,0.5098,0.5098,0.5098,0.4486,0.4486,0.5301,0.5301
64,0.5562,0.5562,0.5562,0.5562,0.5562,0.4532,0.4532,0.4944,0.4944,0.4944,0.412,0.412,0.412,0.412,0.412,0.412,0.515,0.515,0.515,0.515,0.4532,0.4532,0.5356,0.5356
65,0.5258,0.5258,0.5258,0.5258,0.5258,0.4285,0.4285,0.4674,0.4674,0.4674,0.3895,0.3895,0.3895,0.3895,0.3895,0.3895,0.4869,0.4869,0.4869,0.4869,0.4285,0.4285,0.5064,0.5064
66,0.5252,0.5252,0.5252,0.5252,0.5252,0.4279,0.4279,0.4668,0.4668,0.4668,0.389,0.389,0.389,0.389,0.389,0.389,0.4862,0.4862,0.4862,0.4862,0.4279,0.4279,0.5057,0.5057
67,0.4718,0.4718,0.4718,0.4718,0.4718,0.3844,0.3844,0.4194,0.4194,0.4194,0.3495,0.3495,0.3495,0.3495,0.3495,0.3495,0.4369,0.4369,0.4369,0.4369,0.3844,0.3844,0.4544,0.4544
68,0.5191,0.5191,0.5191,0.5191,0.5191,0.423,0.423,0.4614,0.4614,0.4614,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.4806,0.4806,0.4806,0.4806,0.423,0.423,0.4998,0.4998
69,0.4738,0.4738,0.4738,0.4738,0.4738,0.3861,0.3861,0.4212,0.4212,0.4212,0.351,0.351,0.351,0.351,0.351,0.351,0.4388,0.4388,0.4388,0.4388,0.3861,0.3861,0.4563,0.4563
70,0.4874,0.4874,0.4874,0.4874,0.4874,0.3971,0.3971,0.4332,0.4332,0.4332,0.361,0.361,0.361,0.361,0.361,0.361,0.4512,0.4512,0.4512,0.4512,0.3971,0.3971,0.4693,0.4693
71,0.4705,0.4705,0.4705,0.4705,0.4705,0.3834,0.3834,0.4182,0.4182,0.4182,0.3485,0.3485,0.3485,0.3485,0.3485,0.3485,0.4356,0.4356,0.4356,0.4356,0.3834,0.3834,0.453,0.453
72,0.4982,0.4982,0.4982,0.4982,0.4982,0.4059,0.4059,0.4428,0.4428,0.4428,0.369,0.369,0.369,0.369,0.369,0.369,0.4612,0.4612,0.4612,0.4612,0.4059,0.4059,0.4797,0.4797
73,0.4745,0.4745,0.4745,0.4745,0.4745,0.3866,0.3866,0.4218,0.4218,0.4218,0.3515,0.3515,0.3515,0.3515,0.3515,0.3515,0.4394,0.4394,0.4394,0.4394,0.3866,0.3866,0.457,0.457
74,0.567,0.567,0.567,0.567,0.567,0.462,0.462,0.504,0.504,0.504,0.42,0.42,0.42,0.42,0.42,0.42,0.525,0.525,0.525,0.525,0.462,0.462,0.546,0.546
75,0.5785,0.5785,0.5785,0.5785,0.5785,0.4714,0.4714,0.5142,0.5142,0.5142,0.4285,0.4285,0.4285,0.4285,0.4285,0.4285,0.5356,0.5356,0.5356,0.5356,0.4714,0.4714,0.557,0.557
76,0.5447,0.5447,0.5447,0.5447,0.5447,0.4439,0.4439,0.4842,0.4842,0.4842,0.4035,0.4035,0.4035,0.4035,0.4035,0.4035,0.5044,0.5044,0.5044,0.5044,0.4439,0.4439,0.5246,0.5246
77,0.5758,0.5758,0.5758,0.5758,0.5758,0.4692,0.4692,0.5118,0.5118,0.5118,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.5331,0.5331,0.5331,0.5331,0.4692,0.4692,0.5544,0.5544
78,0.5303,0.5303,0.5303,0.5303,0.5303,0.4321,0.4321,0.4714,0.4714,0.4714,0.3928,0.3928,0.3928,0.3928,0.3928,0.3928,0.491,0.491,0.491,0.491,0.4321,0.4321,0.5106,0.5106
79,0.5596,0.5596,0.5596,0.5596,0.5596,0.456,0.456,0.4974,0.4974,0.4974,0.4145,0.4145,0.4145,0.4145,0.4145,0.4145,0.5181,0.5181,0.5181,0.5181,0.456,0.456,0.5388,0.5388
80,0.5285,0.5285,0.5285,0.5285,0.5285,0.4306,0.4306,0.4698,0.4698,0.4698,0.3915,0.3915,0.3915,0.3915,0.3915,0.3915,0.4894,0.4894,0.4894,0.4894,0.4306,0.4306,0.509,0.509
81,0.5562,0.5562,0.5562,0.5562,0.5562,0.4532,0.4532,0.4944,0.4944,0.4944,0.412,0.412,0.412,0.412,0.412,0.412,0.515,0.515,0.515,0.515,0.4532,0.4532,0.5356,0.5356
82,0.5659,0.5659,0.5659,0.5659,0.5659,0.4611,0.4611,0.503,0.503,0.503,0.4192,0.4192,0.4192,0.4192,0.4192,0.4192,0.524,0.524,0.524,0.524,0.4611,0.4611,0.545,0.545
83,0.5654,0.5654,0.5654,0.5654,0.5654,0.4607,0.4607,0.5026,0.5026,0.5026,0.4188,0.4188,0.4188,0.4188,0.4188,0.4188,0.5235,0.5235,0.5235,0.5235,0.4607,0.4607,0.5444,0.5444
84,0.5612,0.5612,0.5612,0.5612,0.5612,0.4573,0.4573,0.4988,0.4988,0.4988,0.4157,0.4157,0.4157,0.4157,0.4157,0.4157,0.5196,0.5196,0.5196,0.5196,0.4573,0.4573,0.5404,0.5404
85,0.54,0.54,0.54,0.54,0.54,0.44,0.44,0.48,0.48,0.48,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.44,0.44,0.52,0.52
86,0.5123,0.5123,0.5123,0.5123,0.5123,0.4174,0.4174,0.4554,0.4554,0.4554,0.3795,0.3795,0.3795,0.3795,0.3795,0.3795,0.4744,0.4744,0.4744,0.4744,0.4174,0.4174,0.4934,0.4934
87,0.5245,0.5245,0.5245,0.5245,0.5245,0.4274,0.4274,0.4662,0.4662,0.4662,0.3885,0.3885,0.3885,0.3885,0.3885,0.3885,0.4856,0.4856,0.4856,0.4856,0.4274,0.4274,0.505,0.505
88,0.5879,0.5879,0.5879,0.5879,0.5879,0.479,0.479,0.5226,0.5226,0.5226,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.5444,0.5444,0.5444,0.5444,0.479,0.479,0.5662,0.5662
89,0.5913,0.5913,0.5913,0.5913,0.5913,0.4818,0.4818,0.5256,0.5256,0.5256,0.438,0.438,0.438,0.438,0.438,0.438,0.5475,0.5475,0.5475,0.5475,0.4818,0.4818,0.5694,0.5694
90,0.5528,0.5528,0.5528,0.5528,0.5528,0.4504,0.4504,0.4914,0.4914,0.4914,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.5119,0.5119,0.5119,0.5119,0.4504,0.4504,0.5324,0.5324
91,0.5447,0.5447,0.5447,0.5447,0.5447,0.4439,0.4439,0.4842,0.4842,0.4842,0.4035,0.4035,0.4035,0.4035,0.4035,0.4035,0.5044,0.5044,0.5044,0.5044,0.4439,0.4439,0.5246,0.5246
92,0.5353,0.5353,0.5353,0.5353,0.5353,0.4362,0.4362,0.4758,0.4758,0.4758,0.3965,0.3965,0.3965,0.3965,0.3965,0.3965,0.4956,0.4956,0.4956,0.4956,0.4362,0.4362,0.5155,0.5155
93,0.5231,0.5231,0.5231,0.5231,0.5231,0.4263,0.4263,0.465,0.465,0.465,0.3875,0.3875,0.3875,0.3875,0.3875,0.3875,0.4844,0.4844,0.4844,0.4844,0.4263,0.4263,0.5038,0.5038
94,0.5906,0.5906,0.5906,0.5906,0.5906,0.4813,0.4813,0.525,0.525,0.525,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.5469,0.5469,0.5469,0.5469,0.4813,0.4813,0.5688,0.5688
95,0.5307,0.5307,0.5307,0.5307,0.5307,0.4324,0.4324,0.4717,0.4717,0.4717,0.3931,0.3931,0.3931,0.3931,0.3931,0.3931,0.4914,0.4914,0.4914,0.4914,0.4324,0.4324,0.511,0.511
96,0.5403,0.5403,0.5403,0.5403,0.5403,0.4402,0.4402,0.4802,0.4802,0.4802,0.4002,0.4002,0.4002,0.4002,0.4002,0.4002,0.5002,0.5002,0.5002,0.5002,0.4402,0.4402,0.5203,0.5203
97,0.5708,0.5708,0.5708,0.5708,0.5708,0.4651,0.4651,0.5074,0.5074,0.5074,0.4228,0.4228,0.4228,0.4228,0.4228,0.4228,0.5285,0.5285,0.5285,0.5285,0.4651,0.4651,0.5496,0.5496
98,0.5511,0.5511,0.5511,0.5511,0.5511,0.449,0.449,0.4898,0.4898,0.4898,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.5102,0.5102,0.5102,0.5102,0.449,0.449,0.5307,0.5307
99,0.5673,0.5673,0.5673,0.5673,0.5673,0.4622,0.4622,0.5042,0.5042,0.5042,0.4202,0.4202,0.4202,0.4202,0.4202,0.4202,0.5252,0.5252,0.5252,0.5252,0.4622,0.4622,0.5463,0.5463
100,0.5967,0.5967,0.5967,0.5967,0.5967,0.4862,0.4862,0.5304,0.5304,0.5304,0.442,0.442,0.442,0.442,0.442,0.442,0.5525,0.5525,0.5525,0.5525,0.4862,0.4862,0.5746,0.5746
101,0.5015,0.5015,0.5015,0.5015,0.5015,0.4086,0.4086,0.4458,0.4458,0.4458,0.3715,0.3715,0.3715,0.3715,0.3715,0.3715,0.4644,0.4644,0.4644,0.4644,0.4086,0.4086,0.483,0.483
102,0.5414,0.5414,0.5414,0.5414,0.5414,0.4411,0.4411,0.4812,0.4812,0.4812,0.401,0.401,0.401,0.401,0.401,0.401,0.5012,0.5012,0.5012,0.5012,0.4411,0.4411,0.5213,0.5213
103,0.5724,0.5724,0.5724,0.5724,0.5724,0.4664,0.4664,0.5088,0.5088,0.5088,0.424,0.424,0.424,0.424,0.424,0.424,0.53,0.53,0.53,0.53,0.4664,0.4664,0.5512,0.5512
104,0.5002,0.5002,0.5002,0.5002,0.5002,0.4076,0.4076,0.4446,0.4446,0.4446,0.3705,0.3705,0.3705,0.3705,0.3705,0.3705,0.4631,0.4631,0.4631,0.4631,0.4076,0.4076,0.4816,0.4816
105,0.4502,0.4502,0.4502,0.4502,0.4502,0.3669,0.3669,0.4002,0.4002,0.4002,0.3335,0.3335,0.3335,0.3335,0.3335,0.3335,0.4169,0.4169,0.4169,0.4169,0.3669,0.3669,0.4336,0.4336
106,0.5346,0.5346,0.5346,0.5346,0.5346,0.4356,0.4356,0.4752,0.4752,0.4752,0.396,0.396,0.396,0.396,0.396,0.396,0.495,0.495,0.495,0.495,0.4356,0.4356,0.5148,0.5148
107,0.4435,0.4435,0.4435,0.4435,0.4435,0.3614,0.3614,0.3942,0.3942,0.3942,0.3285,0.3285,0.3285,0.3285,0.3285,0.3285,0.4106,0.4106,0.4106,0.4106,0.3614,0.3614,0.427,0.427
108,0.4799,0.4799,0.4799,0.4799,0.4799,0.391,0.391,0.4266,0.4266,0.4266,0.3555,0.3555,0.3555,0.3555,0.3555,0.3555,0.4444,0.4444,0.4444,0.4444,0.391,0.391,0.4622,0.4622
109,0.4792,0.4792,0.4792,0.4792,0.4792,0.3905,0.3905,0.426,0.426,0.426,0.355,0.355,0.355,0.355,0.355,0.355,0.4438,0.4438,0.4438,0.4438,0.3905,0.3905,0.4615,0.4615
110,0.5002,0.5002,0.5002,0.5002,0.5002,0.4076,0.4076,0.4446,0.4446,0.4446,0.3705,0.3705,0.3705,0.3705,0.3705,0.3705,0.4631,0.4631,0.4631,0.4631,0.4076,0.4076,0.4816,0.4816
111,0.569,0.569,0.569,0.569,0.569,0.4636,0.4636,0.5058,0.5058,0.5058,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.5269,0.5269,0.5269,0.5269,0.4636,0.4636,0.548,0.548
112,0.5866,0.5866,0.5866,0.5866,0.5866,0.478,0.478,0.5214,0.5214,0.5214,0.4345,0.4345,0.4345,0.4345,0.4345,0.4345,0.5431,0.5431,0.5431,0.5431,0.478,0.478,0.5648,0.5648
113,0.592,0.592,0.592,0.592,0.592,0.4824,0.4824,0.5262,0.5262,0.5262,0.4385,0.4385,0.4385,0.4385,0.4385,0.4385,0.5481,0.5481,0.5481,0.5481,0.4824,0.4824,0.5701,0.5701
114,0.5609,0.5609,0.5609,0.5609,0.5609,0.457,0.457,0.4986,0.4986,0.4986,0.4155,0.4155,0.4155,0.4155,0.4155,0.4155,0.5194,0.5194,0.5194,0.5194,0.457,0.457,0.5402,0.5402
115,0.5366,0.5366,0.5366,0.5366,0.5366,0.4373,0.4373,0.477,0.477,0.477,0.3975,0.3975,0.3975,0.3975,0.3975,0.3975,0.4969,0.4969,0.4969,0.4969,0.4373,0.4373,0.5168,0.5168
116,0.5704,0.5704,0.5704,0.5704,0.5704,0.4648,0.4648,0.507,0.507,0.507,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.5281,0.5281,0.5281,0.5281,0.4648,0.4648,0.5492,0.5492
